Código;Descrição;Preço
25001500-375PM; GAXETA 1.1/2 X 2 X 3/8 POLYMAX;23,173
25001500PM; GAXETA 1.1/2 X 2 X 1/4 POLYMAX;18,694
25001625-375PM; GAXETA 1.5/8 X 2.1/8 X 3/8 POLYMAX;24,694
25001750-250PM; GAXETA 1.3/4 X 2.1/4 X 1/4 POLYMAX;22,770
25001750-375BS; GAX. AG 4 1.3/4 X 2.1/4 X 3/8 POLYMAX;28,724
25001750-375PM; GAXETA 1.3/4 X 2.1/4 X 3/8 POLYMAX;23,416
25001875-375BS; GAXETA AG 4 1.7/8 X 2.3/8 X 3/8 POLYMAX;32,860
25001875-375PM; GAXETA 1 7/8 X 2 3/8 X 3/8 POLYMAX;30,109
25002000-312BS; GAX. AG 4 2 X 2.1/2 X 5/16 POLYMAX;30,096
25002000-375BS; GAX. AG 4 2 X 2.1/2 X 3/8 POLYMAX;34,386
25002000-375PM; GAXETA 2 X 2.1/2 X 3/8 POLYMAX;29,435
25002000PM; GAXETA 2 X 2.1/2 X 1/4 POLYMAX;25,721
25002125-312BS; GAX. AG 4 2.1/8 X 2.5/8 X 5/16 POLYMAX;39,920
25002125-375PM; GAXETA 2.1/8 X 2.5/8 X 3/8 POLYMAX;26,956
25002250-312BS; GAX. AG 4 2.1/4 X 2.3/4 X 5/16 POLYMAX;53,141
25002250-375BS; GAX. AG 4 2.1/4 X 2.3/4 X 3/8 POLYMAX;37,978
25002250-375PM; GAXETA 2.1/4 X 2.3/4 X 3/8 POLYMAX;33,265
25002375-375PM; GAXETA 2.3/8 X 2.7/8 X 3/8 POLYMAX;37,498
25002500-312BS; GAX. AG 4 2.1/2 X 3 X 5/16 POLYMAX;29,505
25002500-375BS; GAX. AG 4 2.1/2 X 3 X 3/8 POLYMAX;41,574
25002500-375PM; GAXETA 2.1/2 X 3 X 3/8 POLYMAX;39,163
25002500PM; GAXETA 2.1/2 X 3 X 1/4 POLYMAX;29,437
25002750-312BS; GAX. AG 4 2.3/4 X 3.1/4 X 5/16 POLYMAX;50,416
25002750-312PM; GAXETA 2.3/4 X 3.1/4 X 5/16 POLYMAX;32,742
25002750-375BS; GAX. AG 4 2.3/4 X 3.1/4 X 3/8 POLYMAX;57,587
25002750-375PM; GAXETA 2.3/4 X 3.1/4 X 3/8 POLYMAX;48,173
25003000-375BS; GAX. AG 4 3 X 3.1/2 X 3/8 POLYMAX;58,555
25003000-375PM; GAXETA 3 X 3.1/2 X 3/8 POLYMAX;46,074
25003000PM; GAXETA 3 X 3.1/2 X 1/4 POLYMAX;34,822
25003250-375PM; GAXETA 3.1/4 X 3.3/4 X 3/8 POLYMAX;49,903
25003500-375PM; GAXETA 3.1/2 X 4 X 3/8 POLYMAX;53,417
25003500PM; GAXETA 3.1/2 X 4 X 1/4 POLYMAX;44,775
25003750-375PM; GAXETA 3.3/4 X 4.1/4 X 3/8 POLYMAX;62,233
25003750-562PM; GAXETA 3.3/4 X 4.1/4 X 9/16 POLYMAX;96,794
25003875-375PM; GAXETA 3.7/8 X 4.3/8 X 3/8 POLYMAX;66,377
25004000-375PM; GAXETA 4 X 4.1/2 X 3/8 POLYMAX;63,987
25004000-562PM; GAXETA 4 X 4.1/2 X 9/16 POLYMAX;124,436
25004000PM; GAXETA 4 X 4.1/2 X 1/4 POLYMAX;53,928
25004250-375PM; GAXETA 4.1/4 X 4.3/4 X 3/8 POLYMAX;73,280
25004500-375PM; GAXETA 4.1/2 X 5 X 3/8 POLYMAX;76,037
25004500PM; GAXETA 4.1/2 X 5 X 1/4 POLYMAX;60,827
25005000-375PM; GAXETA 5 X 5.1/2 X 3/8 POLYMAX;107,869
25005000-562PM; GAXETA 5 X 5.1/2 X 9/16 POLYMAX;131,352
25005000PM; GAXETA 5 X 5 1/2 X 1/4 POLYMAX;73,777
25005500PM; GAXETA 5.1/2 X 6 X 1/4 POLYMAX;79,321
25005750PM; GAXETA 5.3/4 X 6.1/4 X 1/4 POLYMAX;90,492
25008250-562PM; GAXETA 8.1/4 X 8.3/4 X 9/16 POLYMAX;260,921
3009PM; GAXETA AG 4 70,00 X 85,00 X 10,50 POLYMAX;63,987
3016PM; GAXETA AG 1 65,00 X 80,00 X 12,00 POLYMAX;56,636
3017PM; GAXETA AG 1 45,00 X 60,00 X 9,50 POLYMAX;32,999
3060PM; RASPADOR TIPO D 85,00 X 94,00 X 5,00 POLYMAX;34,570
3062PM; GAXETA AG 1 85,00 X 93,00 X 12,00 POLYMAX;76,043
31200625PM; GAXETA 5/8 X 1.1/4 X 5/16 POLYMAX;17,706
31201500-500PM; GAXETA 1.1/2 X 2.1/8 X 1/2 POLYMAX;43,788
31201750-500PM; GAXETA 1.3/4 X 2.3/8 X 1/2 POLYMAX;37,134
31202000-500PM; GAXETA 2 X 2.5/8 X 1/2 POLYMAX;54,060
31202250-500PM; GAXETA 2.1/4 X 2.7/8 X 1/2 POLYMAX;55,319
31202375PM; GAXETA 2.3/8 X 3 X 5/16 POLYMAX;48,389
31202500-500PM; GAXETA 2.1/2 X 3.1/8 X 1/2 POLYMAX;60,147
31203000-500PM; GAXETA 3 X 3.5/8 X 1/2 POLYMAX;63,987
31203375PM; GAXETA 3.3/8 X 4 X 5/16 POLYMAX;69,125
31203750-500BS; GAXETA AG 4 3.3/4 X 4.3/8 X 1/2 POLYMAX;91,952
31203750-500PM; GAXETA 3.3/4 X 4.3/8 X 1/2 POLYMAX;86,727
31204500-375BS; GAX. AG 4 4.1/2 X 5.1/8 X 3/8 POLYMAX;112,441
31204500PM; GAXETA 4.1/2 X 5.1/8 X 5/16 POLYMAX;111,158
31205375PM; GAXETA 5.3/8 X 6 X 5/16 POLYMAX;84,628
31205625-625BS; GAXETA AG 4 5.5/8 X 6.1/4 X 5/8 POLYMAX;197,216
31206500-625PM; GAXETA 6.1/2 X 7.1/8 X 5/8 POLYMAX;199,105
3189PM; GAXETA AG 1 96,00 X 111,00 X 9,00 POLYMAX;87,849
3192PM; GAXETA AG 1 80,00 X 90,00 X 7,00 POLYMAX;46,093
3301PM; GAXETA AG 1 87,00 X 102,00 X 9,00 POLYMAX;47,562
3340PM; GAXETA AG 1 80,00 X 95,00 X 9,00 POLYMAX;59,923
3364PM; GAXETA AG 1 90,00 X 105,00 X 9,00 POLYMAX;49,779
3365PM; GAXETA AG 1 95,25 X 114,30 X 12,70 POLYMAX;86,284
3369PM; GAXETA AG 4 100,00 X 120,00 X 12,00 POLYMAX;112,768
3416PM; GAXETA AG 4 85,00 X 100,00 X 9,00 POLYMAX;66,692
3492PM; GAXETA AG 1 80,00 X 95,00 X 10,00 POLYMAX;59,923
3493PM; GAX. AG 4 95,00 X 110,00 X 10,00 POLYMAX;94,393
3562PM; GAXETA AG 4 80,00 X 95,00 X 12,00 POLYMAX;71,867
3563PM; GAXETA AG 4 70,00 X 85,00 X 12,00 POLYMAX;65,314
3641PM; GAXETA AG 4 45,00 X 55,00 X 7,00 POLYMAX;23,038
3642PM; GAXETA AG 4 70,00 X 83,00 X 10,00 POLYMAX;63,987
3643PM; GAXETA AG 4 80,00 X 93,00 X 10,00 POLYMAX;65,893
3684PM; GAXETA AG 4 88,90 X 101,60 X 10,00 POLYMAX;59,812
3730PM; GAXETA AG 4 49,50 X 62,50 X 9,00 POLYMAX;28,696
37502500-625PM; GAXETA 2.1/2 X 3.1/4 X 5/8 POLYMAX;99,552
37503000-500PM; GAXETA 3 X 3.3/4 X 1/2 POLYMAX;79,469
37503000-625PM; GAXETA 3 X 3.3/4 X 5/8 POLYMAX;80,131
37503250-625PM; GAXETA 3.1/4 X 4 X 5/8 POLYMAX;110,614
37503250PM; GAXETA 3.1/4 X 4 X 3/8 POLYMAX;74,523
37503500-625PM; GAXETA 3.1/2 X 4.1/4 X 5/8 POLYMAX;117,547
37503750PM; GAXETA 3.3/4 X 4.1/2 X 3/8 POLYMAX;78,372
37504250-562PM; GAXETA 4.1/4 X 5 X 9/16 POLYMAX;125,209
37504250-625PM; GAXETA 4.1/4 X 5 X 5/8 POLYMAX;159,990
37504250PM; GAXETA 4.1/4 X 5 X 3/8 ´POLYMAX;107,838
37504500-625PM; GAXETA 4.1/2 X 5.1/4 X 5/8 POLYMAX;174,233
37505250-625PM; GAXETA 5.1/4 X 6 X 5/8 POLYMAX;221,221
37505500-625PM; GAXETA 5.1/2 X 6.1/4 X 5/8 POLYMAX;230,896
37505750-625PM; GAXETA 5.3/4 X 6.1/2 X 5/8 POLYMAX;248,880
37506000-625PM; GAXETA 6 X 6.3/4 X 5/8 POLYMAX;276,581
37506000PM; GAXETA 6 X 6.3/4 X 3/8 POLYMAX;207,408
37506250-625PM; GAXETA 6.1/4 X 7 X 5/8 POLYMAX;292,573
37506750-625PM; GAXETA 6.3/4 X 7.1/2 X 5/8 POLYMAX;306,056
37507250-625PM; GAXETA 7.1/4 X 8 X 5/8 POLYMAX;311,968
37509000-625PM; GAXETA 9 X 9.3/4 X 5/8 POLYMAX;378,476
37509250-625PM; GAXETA 9.1/4 X 10 X 5/8 POLYMAX;547,536
3777PM; GAXETA AG 4 95,00 X 110,00 X 9,20 POLYMAX;84,463
3894PM; GAXETA AG 4 60,00 X 75,00 X 12,00 POLYMAX;46,158
4010PM; GAXETA AG 4 90,00 X 105,00 X 12,00 POLYMAX;83,505
4276PM; GAXETA AG 4 80,00 X 95,00 X 8,00 POLYMAX;66,168
4341PM; GAXETA AG 4 110,00 X 125,00 X 15,00 POLYMAX;81,230
4464PM; RASP. RP-28 90,90 X 101,00 X 6,30 - POLYMAX;49,779
4465PM; RASP. RP-28 109,90 X 120,00 X 6,30 - POLYMAX;58,720
4466PM; RASP. RP-28 128,90 X 139,00 X 6,30 POLIMAX;70,210
4467PM; RASP. RP-28 148,90 X 159,00 X 6,30 POLYMAX;80,422
4468PM; RASP. RP-28 168,90 X 180,20 X 7,00 POLYMAX;99,565
4469PM; RASP. RP-28 190,90 X 202,20 X 7,00 POLYMAX;122,541
4470PM; RASP. RP-28 213,90 X 226,00 X 7,50 POLYMAX;137,858
4471PM; GAXETA AG 4 90,90 X 101,10 X 10,00 POLYMAX;49,781
4472PM; GAXETA AG 4 109,90 X 120,10 X 10,00 POLYMAX;58,720
4473PM; GAXETA AG 4 128,90 X 139,10 X 10,00 POLYMAX;70,214
4474PM; GAXETA AG 4 148,90 X 159,10 X 10,00 POLYMAX;80,422
4475PM; GAXETA AG 4 168,90 X 180,00 X 11,00 POLYMAX;99,559
4476PM; GAXETA AG 4 190,00 X 202,10 X 12,00 POLYMAX;122,547
4477PM; GAXETA AG 4 213,90 X 226,00 X 12,00 POLYMAX;137,854
4576PM; GAXETA AG 4 140,00 X 155,00 X 10,00 POLYMAX;108,244
4665PM; GAXETA AG 2 152,40 X 177,80 X 12,70 POLYMAX;80,281
4712PM; GAXETA AG 4 91,00 X 100,00 X 11,50 POLYMAX;56,197
4713PM; GAXETA AG 4 110,00 X 119,00 X 11,50 POLYMAX;67,843
4714PM; GAXETA AG 4 127,00 X 136,00 X 11,50 POLYMAX;75,865
4715PM; GAXETA AG 4 149,00 X 159,40 X 13,00 POLYMAX;94,330
4716PM; GAXETA AG 4 167,00 X 177,40 X 13,00 POLYMAX;113,196
4717PM; GAXETA AG 4 190,00 X 200,40 X 13,00 POLYMAX;135,838
4718PM; GAXETA AG 4 212,00 X 222,40 X 13,00 POLYMAX;163,007
4730PM; GAXETA AG 1 65,00 X 85,00 X 10,00 POLYMAX;41,673
4751PM; RASP. RP-28 167,00 X 178,00 X 6,00/9,00 - POLYMAX;96,506
4752PM; RASP. RP-28 188,00 X 199,00 X 6,00/9,00 - POLYMAX;115,810
4753PM; RASP. RP-28 210,00 X 221,00 X 6,00/9,00 - POLYMAX;138,968
4838PM; GAXETA AG 1 112,00 X 127,00 X 10,90 POLYMAX;162,767
4852PM; GAXETA AG 4 114,30 X 124,30 X 10,00 POLYMAX;81,856
4853PM; RASP. RP-28 114,30 X 124,30 X 6,00/8,50 POLYMAX;81,856
4933PM; GAXETA AG 4 91,00 X 99,00 X 9,00 POLYMAX;63,161
4934PM; GAXETA AG 4 75,00 X 83,00 X 9,00 POLYMAX;62,648
4938PM; GAXETA AG 4 60,00 X 68,00 X 9,00 POLYMAX;42,193
4939PM; GAXETE AG 4 105,00 X 113,00 X 9,00 POLYMAX;76,203
50005000PM; GAXETA 5 X 6 X 1/2 POLYMAX;254,427
50007750-750PM; GAXETA 7.3/4 X 8.3/4 X 3/4 POLYMAX;287,824
5172PM; GAXETA AG 1 63,00 X 75,00 X 9,52 POLYMAX;34,265
5236PM; GAXETA AG 1 51,00 X 66,00 X 6,30 POLYMAX;27,831
5428PM; GAXETA AG 4 28,00 X 36,00 X 5,80 POLYMAX;16,241
5493PM; GAXETA AG 5 32,00 X 40,00 X 6,00 POLYMAX;22,245
5536PM; GAXETA AG 4 32,00 X 40,00 X 7,00 POLYMAX;17,300
5551PM; GAXETA AG 5 40,00 X 48,00 X 8,00 POLYMAX;24,133
5618PM; GAXETA AG 2 35,00 X 44,00 X 8,00 POLYMAX;17,300
5619PM; GAXETA AG 1 38,00 X 48,00 X 8,00 POLYMAX;22,412
5622PM; GAXETA AG 4 38,00 X 48,00 X 8,00 POLYMAX;18,176
5627PM; GAXETA AG 1 25,00 X 33,00 X 5,70 POLYMAX;15,349
5637PM; GAXETA AG 2 18,00 X 29,00 X 8,00 POLYMAX;15,879
5717PM; GAXETA AG 4 40,00 X 48,00 X 5,70 POLYMAX;9,769
5729PM; GAXETA AG 2 28,00 X 36,00 X 6,00 POLYMAX;20,841
5799PM; GAXETA AG 4 25,00 X 31,00 X 4,50 POLYMAX;9,399
5878PM; GAXETA AG16 22,00 X 32,00 X 7,50 POLYMAX;22,767
5887PM; GAXETA AG 5 42,00 X 50,00 X 6,00 POLYMAX;23,049
5920PM; GAXETA AG 4 36,00 X 46,00 X 8,00 POLYMAX;17,924
5996PM; GAXETA AG 1 36,00 X 44,00 X 5,70 POLYMAX;14,043
6014PM; GAXETA AG 4 36,00 X 49,00 X 9,50 POLYMAX;24,314
6057PM; GAXETA 55,00 X 65,00 X 7,30 AG 1 POLYMAX;37,965
611800787-250BS; GAX. AG 4 20,00 X 26,00 X 6,35 POLYMAX;13,814
611800787-256PM; GAXETA 20,00 X 26,00 X 6,50 POLYMAX;12,795
613800984-276PM; GAXETA 25,00 X 32,00 X 7,00 POLYMAX;17,285
6145PM; GAXETA AG 1 50,00 X 63,00 X 10,00 POLYMAX;33,265
6152PM; GAXETA AG 1 55,00 X 68,00 X 10,00 POLYMAX;37,965
615701181-314PM; GAXETA 30,00 X 38,00 X 8,00 POLYMAX;17,517
615703357-472; GAXETA 615703357-472;60,042
6172PM; GAXETA AG 2 17,00 X 25,00 X 7,00 POLYMAX;14,556
617700984-197PM; GAXETA 25,00 X 34,00 X 5,00 POLYMAX;15,349
617700984-228PM; GAXETA 25,00 X 34,00 X 5,80 POLYMAX;15,349
618701500-266PM; GAXETA 38,10 X 47,60 X 6,80 POLYMAX;20,472
618702125-266PM; GAXETA 54,00 X 63,50 X 6,80 POLYMAX;33,264
619701102-375PM; GAXETA 28,00 X 38,00 X 9,50 POLYMAX;17,911
619701181-354BS; GAX. AG 4 30,00 X 40,00 X 9,00 POLYMAX;11,642
619701181-354BS; PMGAX. AG 4 30,00 X 40,00 X 9,00 POLYMAX;11,642
619701181-354PM; GAXETA 30,00 X 40,00 X 9,00 POLYMAX;25,868
619701260-236PM; GAXETA 32,00 X 42,00 X 6,00 POLYMAX;19,203
619701260-354PM; GAXETA 32,00 X 42,00 X 9,00 POLYMAX;21,116
619701378-275BS; GAX. AG 4 35,00 X 45,00 X 7,00 POLYMAX;17,263
619701378-394PM; GAXETA 35,00 X 45,00 X 10,00 POLYMAX;28,201
619701574-275BS; GAX. AG 4 40,00 X 50,00 X 7,00 POLYMAX;20,615
619701574-280PM; GAXETA 40,00 X 50,00 X 7,10 POLYMAX;23,038
619701574-314BS; GAX. AG 4 40,00 X 50,00 X 8,00 POLYMAX;23,468
619701574-354BS; GAX. AG 4 40,00 X 50,00 X 9,00 POLYMAX;26,264
619701574-354PM; GAXETA 40,00 X 50,00 X 9,00 POLYMAX;24,310
619701574-393BS; GAX. AG 4 40,00 X 50,00 X 10,00 POLYMAX;24,314
619701574-393PM; GAXETA 40,00 X 50,00 X 10,00 POLYMAX;24,568
619701614-275PM; GAXETA 41,00 X 51,00 X 7,00 POLYMAX;26,379
619701732-275PM; GAXETA 44,00 X 54,00 X 7,00 POLYMAX;29,054
619701772-394BS; GAX. AG 4 45,00 X 55,00 X 10,00 POLYMAX;32,961
619701772-394PM; GAXETA 45,00 X 55,00 X 10,00 POLYMAX;41,722
619701811-275PM; GAXETA 46,00 X 56,00 X 7,00 POLYMAX;30,694
619701968-236PM; GAXETA 50,00 X 60,00 X 6,00 POLYMAX;28,087
619701968-275PM; GAXETA 50,00 X 60,00 X 7,00 POLYMAX;31,999
619701968-390PM; GAXETA 50,00 X 60,00 X 9,90 POLYMAX;29,947
619702165-374PM; GAXETA 55,00 X 65,00 X 10,00 POLYMAX;31,352
619702165-375BS; GAX. AG 4 55,00 X 65,00 X 9,53 POLYMAX;52,371
619702204-275PM; GAXETA 56,00 X 66,00 X 7,00 POLYMAX;23,038
619702362-276PM; GAXETA 60,00 X 70,00 X 7,00 POLYMAX;29,206
619702362-354PM; GAXETA 60,00 X 70,00 X 9,00 POLYMAX;38,714
619702559-314PM; GAXETA 65,00 X 75,00 X 8,00 POLYMAX;33,132
619702953-472PM; GAXETA 75,00 X 85,00 X 12,00 POLYMAX;113,983
619703543-228PM; GAXETA 90,00 X 100,00 X 5,80 POLYMAX;48,439
621601771-275PM; GAXETA 45,00 X 56,00 X 7,00 POLYMAX;30,694
623600984PM; GAXETA 25,00 X 37,00 X 6,00 POLYMAX;22,126
623601102-354PM; GAXETA 28,00 X 40,00 X 9,00 POLYMAX;24,065
623601102PM; GAXETA 28,00 X 40,00 X 6,00 POLYMAX;21,748
623601575-330PM; GAXETA 40,00 X 52,00 X 8,40 POLYMAX;27,125
623602362-374PM; GAXETA 60,00 X 72,00 X 9,50 POLYMAX;37,112
623602480-342PM; GAXETA 63,00 X 75,00 X 8,70 POLYMAX;32,251
623605039-472PM; GAXETA 128,00 X 140,00 X 12,00 POLYMAX;143,582
6236PM; GAXETA AG 1 30,00 X 38,00 X 6,00 POLYMAX;14,225
624601024-374PM; GAXETA 26,00 X 38,50 X 9,50 POLYMAX;30,701
625601968-354BS; GAX. AG 4 50,00 X 63,00 X 9,00 POLYMAX;29,153
625601968-354PM; GAXETA 50,00 X 63,00 X 9,00 POLYMAX;33,265
625602756-394PM; GAXETA 70,00 X 83,00 X 10,00 POLYMAX;63,594
625602952-385BS; GAX. AG 4 75,00 X 88,00 X 9,80 POLYMAX;58,555
625603819-393PM; GAXETA 97,00 X 110,00 X 10,00 POLYMAX;89,782
627503464-413PM; GAXETA 88,00 X 102,00 X 10,50 POLYMAX;93,562
627503858-413PM; GAXETA 98,00 X 112,00 X 10,50 POLYMAX;97,348
627562206-413PM; GAXETA 56,00 X 70,00 X 10,50 POLYMAX;57,587
6293PM; GAXETA AG 4 38,00 X 48,00 X 6,00 POLYMAX;10,507
629501378-354PM; GAXETA 35,00 X 50,00 X 9,00 POLYMAX;26,264
629501574-354PM; GAXETA 40,00 X 55,00 X 9,00 POLYMAX;30,426
629501772-394PM; GAXETA 45,00 X 60,00 X 10,00 POLYMAX;33,265
629501968-393BS; GAX. AG 4 50,00 X 65,00 X 10,00 POLYMAX;41,937
629501968-393PM; GAXETA 50,00 X 65,00 X 10,00 POLYMAX;46,090
629501968-433PM; GAXETA 50,00 X 65,00 X 11,00 POLYMAX;46,090
629502362-450PM; GAXETA 60,00 X 75,00 X 11,50 POLYMAX;70,635
629502480-393PM; GAXETA 63,00 X 78,00 X 10,00 POLYMAX;55,873
629502480-448PM; GAXETA 63,00 X 78,00 X 11,40 POLYMAX;34,843
629502559-472PM; GAXETA 65,00 X 80,00 X 12,00 POLYMAX;63,987
629503346-393PM; GAXETA 85,00 X 100,00 X 10,00 POLYMAX;62,694
629503346-472PM; GAXETA 85,00 X 100,00 X 12,00 POLYMAX;104,937
6297PM; GAXETA AG 2 32,00 X 47,00 X 10,00 POLYMAX;22,412
630501968-250PM; GAXETA 50,00 X 65,50 X 6,35 POLYMAX;32,914
631502953-429PM; GAXETA 75,00 X 91,00 X 10,90 POLYMAX;112,843
631503937-429PM; GAXETA 100,00 X 116,00 X 10,90 POLYMAX;139,377
631504291-413PM; GAXETA 109,00 X 125,00 X 10,50 POLYMAX;139,925
6349PM; RASP. 110,00 X 122,20 X 8,1 RP-32 POLYMAX;62,100
637402755-590PM; GAXETA 70,00 X 89,00 X 15,00 POLYMAX;120,279
637503937-490PM; GAXETA 100,00 X 119,00 X 12,50 POLYMAX;121,680
6378PM; GAXETA AG 4 41,00 X 53,00 X 9,50 POLYMAX;26,696
639402165-500PM; GAXETA 55,00 X 75,00 X 12,70 POLYMAX;91,323
639402362-470PM; GAXETA 60,00 X 80,00 X 11,95 POLYMAX;89,892
639402756-472PM; GAXETA 70,00 X 90,00 X 12,00 POLYMAX;102,336
639402953-575PM; GAXETA 75,00 X 95,00 X 14,60 POLYMAX;80,130
639403543-472BS; GAXETA AG 4 90,00 X 110,00 X 12,00 POLYMAX;97,694
639403543-625PM; GAXETA 90,00 X 110,00 X 15,90 POLYMAX;91,856
639404920-511PM; GAXETA 125,00 X 145,00 X 13,00 POLYMAX;165,990
639405472-472PM; GAXETA 139,00 X 159,00 X 12,00 POLYMAX;165,929
641332322-472PM; GAXETA 59,00 X 80,00 X 12,00 POLYMAX;87,703
641402322-550BS; GAX. AG 4 59,00 X 80,00 X 14,00 POLYMAX;91,327
641402322-550PM; GAXETA 59,00 X 80,00 X 14,00 POLYMAX;83,631
6529PM; GAXETA AG 6 12,00 X 20,00 X 7,00 POLYMAX;4,723
6530PM; GAXETA AG 2 10,00 X 16,00 X 4,00 POLYMAX;10,425
6544PM; GAXETA AG 7 40,00 X 47,00 X 6,00 POLYMAX;29,444
656204750-875PM; GAXETA 120,65 X 149,22 X 22,22 POLYMAX;165,926
6621PM; RASPADOR TIPO RP-25 16,00 X 22,00 X 3,80;4,412
6633PM; GAXETA AG 6 6,00 X 14,00 X 6,00 POLYMAX;8,404
6689PM; GAXETA AG 4 90,00 X 100,00 X 7,30 POLYMAX;57,645
6745PM; GAXETA AG 4 22,00 X 32,00 X 7,30 POLYMAX;12,850
6762PM; GAXETA AG 4 16,00 X 24,00 X 5,70 POLYMAX;18,666
6773PM; GAXETA AG 4 44,00 X 54,00 X 9,00 POLYMAX;23,549
6774PM; GAXETA AG 4 31,50 X 41,50 X 8,00 POLYMAX;17,273
6775PM; GAXETA AG 4 50,00 X 60,00 X 7,30 POLYMAX;29,947
7017PM; GAXETA AG 5 45,00 X 53,00 X 8,00 POLYMAX;28,155
7044PM; GAXETA AG14 62,00 X 79,00 X 6,00 POLYMAX;54,162
7045PM; GAXETA AG 1 63,00 X 75,00 X 8,70 POLYMAX;34,260
7046PM; GAXETA AG 1 63,00 X 78,00 X 11,40 POLYMAX;34,843
7067PM; RASP. RP-32 105,00 X 117,00 X 8,10 - POLYMAX;58,720
7115PM; GAXETA AG 4 25,00 X 33,00 X 6,80 POLYMAX;10,809
7160PM; GAXETA AG 4 70,00 X 85,00 X 9,00 POLYMAX;60,788
7162PM; GAXETA AG 1 75,00 X 85,00 X 6,00 POLYMAX;46,090
7165PM; GAXETA AG 1 70,00 X 80,00 X 6,00 POLYMAX;46,743
7191PM; GAXETA AG 1 65,00 X 80,00 X 9,00 POLYMAX;36,018
7207PM; GAXETA AG 4 60,00 X 70,00 X 10,00 POLYMAX;37,978
7212PM; GAXETA AG 1 20,00 X 30,00 X 8,00 POLYMAX;15,053
7224PM; GAXETA AG 4 95,00 X 103,00 X 8,00 POLYMAX;48,055
7235PM; GAXETA 68,00 X 80,00 X 14,00 POLYMAX;61,919
7271PM; GAXETA AG 4 85,00 X 95,00 X 12,00 POLYMAX;66,376
7281PM; GAXETA AG 4 31,75 X 44,45 X 6,35 POLYMAX;20,316
7341PM; GAXETA 62,00 X 75,00 X 14,00 POLYMAX;60,289
7365PM; GAXETA AG 1 56,00 X 66,00 X 7,30 POLYMAX;32,766
7393PM; GAXETA AG 4 47,00 X 57,00 X 6,00 POLYMAX;39,972
7397PM; GAXETA AG 4 45,00 X 57,50 X 10,00 POLYMAX;32,961
7401PM; GAXETA AG 4 64,00 X 76,20 X 9,50 POLYMAX;46,383
7404PM; GAXETA AG 4 39,00 X 50,80 X 10,00 POLYMAX;29,712
7406PM; GAXETA AG 4 52,00 X 64,00 X 10,00 POLYMAX;38,294
7432PM; GAXETA AG23 30,00 X 40,00 X 8,00 POLYMAX;18,235
7438PM; GAXETA AG 1 50,00 X 65,00 X 11,40 POLYMAX;39,784
7483PM; GAXETA AG 1 48,00 X 58,00 X 8,00 POLYMAX;26,907
7485PM; GAXETA AG 3 65,00 X 80,00 X 9,00 POLYMAX;38,844
7486PM; GAXETA AG 1 54,00 X 67,00 X 9,50 POLYMAX;33,906
7487PM; GAXETA AG 1 55,00 X 68,00 X 3,50 POLYMAX;18,226
7490PM; GAXETA AG 4 20,00 X 26,00 X 5,50 POLYMAX;18,574
7503PM; GAXETA AG 4 60,00 X 73,00 X 10,00 POLYMAX;39,146
7526PM; GAXETA AG 1 31,75 X 38,10 X 6,35 POLYMAX;16,865
7557PM; GAXETA AG 4 28,00 X 36,00 X 7,30 POLYMAX;22,076
7568PM; GAXETA AG 1 32,00 X 42,00 X 7,30 POLYMAX;18,421
7601PM; GAXETA AG 4 35,00 X 43,00 X 5,70 POLYMAX;22,076
7605PM; GAXETA AG 1 18,00 X 26,00 X 5,00 POLYMAX;14,451
7606PM; GAXETA AG 1 31,50 X 41,50 X 6,00 POLYMAX;16,865
7609PM; GAX. AG 4 35,00 X 45,00 X 6,00 POLYMAX;22,076
7611PM; GAXETA AG 4 40,00 X 55,00 X 10,00 POLYMAX;24,314
7613PM; GAXETA AG 4 32,00 X 42,00 X 7,30 POLYMAX;18,421
7616PM; GAXETA AG 4 45,00 X 60,00 X 10,00 POLYMAX;32,961
7617PM; RASP. TIPO RP-25 45,00 X 53,00 X 5,00 POLYMAX;16,865
7619PM; RASP. RP-25 20,00 X 26,00 X 4,00 POLYMAX;11,239
7645PM; GAXETA AG 4 55,00 X 70,00 X 11,50 POLYMAX;57,499
7722PM; GAXETA AG 1 75,00 X 95,00 X 12,00 POLYMAX;91,370
7807PM; GAXETA AG 1 90,00 X 105,00 X 10,00 POLYMAX;89,841
7809PM; GAXETA AG 4 100,00 X 115,00 X 13,00 POLYMAX;132,737
7813PM; GAXETA AG 4 100,00 X 115,00 X 10,00 POLYMAX;107,046
7817PM; GAXETA AG 1 85,00 X 105,00 X 12,00 POLYMAX;102,284
7840PM; GAXETA AG 4 75,00 X 83,00 X 8,00 POLYMAX;48,937
7864PM; GAXETA AG 4 80,00 X 90,00 X 12,00 POLYMAX;65,893
7879PM; GAXETA AG 4 60,00 X 73,00 X 8,00 POLYMAX;38,400
7958PM; RASPADOR RP-25 70,00 X 78,00 X 6,00 POLYMAX;21,948
7963PM; GAXETA AG 4 70,00 X 82,00 X 8,70 POLYMAX;51,326
7981PM; GAXETA AG 5 22,00 X 28,00 X 4,50 POLYMAX;18,961
8006PM; GAX. AG 4 57,15 X 67,15 X 10,00 POLYMAX;37,978
8007PM; GAXETA AG 4 76,20 X 86,20 X 10,00 POLYMAX;58,555
8008PM; GAXETA AG 4 95,25 X 105,25 X 10,00 POLYMAX;94,393
8009PM; RASP. RP-28 57,15 X 67,15 X 6,00/8,50 - POLYMAX;19,362
